county,fips,cases,deaths,cfr
Buncombe,999567.0,641,30,0.046801872074883
Bureau,357231.0,72,0,0.0
Burke,1785562.0,968,41,0.042355371900826444
Burleigh,1178465.0,960,0,0.0
Burleson,961020.0,74,0,0.0
Burlington,1292190.0,14052,344,0.02448050099629946
Burnet,1105219.0,91,0,0.0
Burt,248168.0,8,0,0.0
Butler,4469386.0,4467,94,0.021043205730915605
Butte,208208.0,258,0,0.0
Butts,338910.0,393,0,0.0
Cabarrus,1332900.0,1892,35,0.01849894291754757
Cabell,1026209.0,241,0,0.0
Cache,1470150.0,455,0,0.0
Caddo,1654944.0,14312,503,0.03514533258803801
Calaveras,144216.0,125,0,0.0
Calcasieu,638551.0,3433,113,0.03291581706961841
Caldwell,2924907.0,580,0,0.0
Caledonia,1200120.0,125,0,0.0
Calhoun,4525396.0,2969,70,0.023576961940047155
Callahan,480590.0,10,0,0.0
Callaway,725675.0,360,11,0.030555555555555555
Calloway,588980.0,186,10,0.053763440860215055
Calumet,1595435.0,76,0,0.0
Calvert,696261.0,1070,17,0.01588785046728972
Camas,272425.0,17,0,0.0
Cambria,1050525.0,161,10,0.062111801242236024
Camden,2466955.0,16826,411,0.02442648282420064
Cameron,2454459.0,2257,24,0.010633584404076208
Camp,769008.0,39,0,0.0
Campbell,4475886.0,961,40,0.04162330905306972
Canadian,1280544.0,818,25,0.030562347188264057
Candler,247817.0,51,0,0.0
Cannon,1034330.0,112,0,0.0
Canyon,448756.0,2276,59,0.02592267135325132
Cape Girardeau,696744.0,427,10,0.0234192037470726
Cape May,986261.0,1776,73,0.04110360360360361
Carbon,3687031.0,1405,38,0.02704626334519573
Caribou,208377.0,13,0,0.0
Carlton,459289.0,248,0,0.0
Caroline,1362759.0,277,0,0.0
Carroll,7826278.0,8289,368,0.044396187718663285
Carson City,1170360.0,293,0,0.0
Carter,2752103.0,162,15,0.09259259259259259
Carteret,1036868.0,353,10,0.028328611898016998
Carver,1080760.0,289,0,0.0
Cascade,810351.0,245,0,0.0
Casey,63135.0,3,0,0.0
Cass,6174984.0,2686,104,0.0387192851824274
Cassia,384744.0,104,17,0.16346153846153846
Castro,1297863.0,213,13,0.06103286384976526
Caswell,703627.0,39,0,0.0
Catahoula,616700.0,250,26,0.104
Catawba,999945.0,501,14,0.027944111776447105
Catoosa,326175.0,176,0,0.0
Catron,560048.0,16,0,0.0
Cattaraugus,720180.0,307,0,0.0
Cayuga,900275.0,326,11,0.03374233128834356
Cecil,624390.0,949,19,0.020021074815595362
Cedar,1165608.0,396,0,0.0
Centre,1176756.0,997,0,0.0
Cerro Gordo,494858.0,228,0,0.0
Chaffee,216405.0,477,49,0.10272536687631027
Chambers,1183197.0,2843,128,0.04502286317270489
Champaign,1378998.0,1323,24,0.018140589569160998
Chariton,609861.0,74,0,0.0
Charles,840595.0,3128,83,0.026534526854219948
Charles City,1480044.0,108,0,0.0
Charles Mix,1748874.0,63,0,0.0
Charleston,1890798.0,5698,34,0.005967005967005967
Charlevoix,911015.0,181,4,0.022099447513812154
Charlotte,1156096.0,1452,48,0.03305785123966942
Charlottesville city,1597740.0,519,10,0.019267822736030827
Charlton,495862.0,64,0,0.0
Chatham,1920982.0,2744,69,0.025145772594752185
Chattahoochee,274113.0,53,0,0.0
Chattooga,339430.0,95,11,0.11578947368421053
Chautauqua,1168622.0,345,12,0.034782608695652174
Chaves,875125.0,312,0,0.0
Cheatham,1410630.0,312,0,0.0
Cheboygan,494589.0,146,13,0.08904109589041095
Chelan,2332308.0,791,94,0.11883691529709228
Chemung,864360.0,874,17,0.019450800915331808
Chenango,1080510.0,914,0,0.0
Cherokee,4614629.0,4002,134,0.033483258370814596
Cherry,403403.0,13,0,0.0
Chesapeake city,1237200.0,1580,20,0.012658227848101266
Cheshire,924140.0,268,18,0.06716417910447761
Chester,3819188.0,8121,163,0.02007141977588967
Chesterfield,2815994.0,3052,20,0.00655307994757536
Cheyenne,341363.0,21,0,0.0
Chickasaw,937849.0,436,29,0.06651376146788991
Chicot,110374.0,78,0,0.0
Chilton,23483.0,437,0,0.0
Chippewa,2191301.0,329,7,0.02127659574468085
Chisago,756700.0,108,14,0.12962962962962962
Chittenden,1850259.0,5737,247,0.043053860902910926
Choctaw,1535445.0,343,12,0.03498542274052478
Chowan,518574.0,32,0,0.0
Christian,1900155.0,1469,76,0.051735874744724304
Churchill,128004.0,4,0,0.0
Cibola,840144.0,308,6,0.01948051948051948
Citrus,396561.0,1013,82,0.08094768015794669
Clackamas,1476180.0,1991,65,0.03264691109994977
Claiborne,2255728.0,662,39,0.05891238670694864
Clallam,1537261.0,219,0,0.0
Clare,702945.0,61,7,0.11475409836065574
Clarendon,1260756.0,1172,58,0.04948805460750853
Clarion,840620.0,163,0,0.0
Clark,8951956.0,41813,1588,0.03797861908975678
Clarke,2104006.0,2012,179,0.0889662027833002
Clatsop,984168.0,97,0,0.0
Clay,7367131.0,4279,179,0.04183220378593129
Clayton,850025.0,5491,175,0.031870333272627935
Clear Creek,280665.0,183,0,0.0
Clearfield,1008792.0,136,0,0.0
Clearwater,540580.0,41,0,0.0
Cleburne,184403.0,1749,74,0.04230989136649514
Clermont,1053675.0,570,14,0.02456140350877193
Cleveland,2333726.0,4395,242,0.05506257110352673
Clinch,339690.0,66,0,0.0
Clinton,5815087.0,3420,59,0.017251461988304094
Cloud,300435.0,33,0,0.0
Coahoma,840810.0,691,13,0.01881331403762663
Cobb,535747.0,11998,572,0.047674612435405904
Cochise,108081.0,192,0,0.0
Cocke,1269783.0,64,0,0.0
Coconino,120150.0,3599,252,0.07001944984717977
Codington,1150725.0,193,0,0.0
Coffee,1248848.0,1137,25,0.02198768689533861
Coffey,420651.0,554,26,0.04693140794223827
Colbert,23759.0,138,11,0.07971014492753623
Cole,900581.0,659,14,0.021244309559939303
Coles,170290.0,50,0,0.0
Colfax,745611.0,58,0,0.0
Colleton,1170754.0,229,2,0.008733624454148471
Collier,456798.0,5622,56,0.009960868018498754
Collin,1875315.0,6921,103,0.014882242450512931
Colonial Heights city,360990.0,77,0,0.0
Colorado,769424.0,76,0,0.0
Colquitt,313704.0,1154,68,0.058925476603119586
Columbia,7292252.0,4356,123,0.028236914600550965
Columbiana,1092812.0,1263,99,0.07838479809976247
Columbus,703893.0,309,11,0.03559870550161812
Colusa,126231.0,46,0,0.0
Comal,1154184.0,520,65,0.125
Comanche,1650170.0,777,0,0.0
Concho,336665.0,7,0,0.0
Concordia,374493.0,212,15,0.07075471698113207
Conecuh,16560.0,53,0,0.0
Contra Costa,270585.0,9094,156,0.01715416758302177
Converse,1120180.0,83,0,0.0
Conway,120696.0,77,20,0.2597402597402597
Cook,1665954.0,205310,5888,0.02867858360527982
Cooke,673358.0,16,0,0.0
Cooper,668219.0,54,0,0.0
Coos,708164.0,27,0,0.0
Coosa,22814.0,197,4,0.02030456852791878
Copiah,981015.0,446,1,0.002242152466367713
Corson,368248.0,8,0,0.0
Cortland,936598.0,302,0,0.0
Coryell,1106277.0,348,1,0.0028735632183908046
Coshocton,1209961.0,240,0,0.0
Costilla,168483.0,57,0,0.0
Cotton,720594.0,64,0,0.0
Cottonwood,513627.0,87,0,0.0
Covington,582439.0,313,1,0.003194888178913738
Covington city,825280.0,16,0,0.0
Coweta,444618.0,1666,50,0.030012004801920768
Cowley,300525.0,20,8,0.4
Cowlitz,1484420.0,418,0,0.0
Craig,1391220.0,107,0,0.0
Craighead,145899.0,473,2,0.004228329809725159
Crane,1394987.0,45,0,0.0
Craven,1259666.0,359,8,0.022284122562674095
Crawford,5560358.0,1119,34,0.03038427167113494
Creek,920851.0,869,38,0.04372842347525892
Crenshaw,22902.0,43,0,0.0
Crisp,313944.0,932,4,0.004291845493562232
Crittenden,461840.0,1356,21,0.015486725663716814
Crook,1302325.0,45,0,0.0
Crosby,481070.0,10,2,0.2
Cross,120888.0,100,0,0.0
Crow Wing,432560.0,164,0,0.0
Crowley,232725.0,35,29,0.8285714285714286
Cullman,29204.0,474,16,0.03375527426160337
Culpeper,1327222.0,244,0,0.0
Cumberland,7217039.0,10853,264,0.024325071408827052
Cuming,496624.0,28,0,0.0
Currituck,704007.0,42,0,0.0
Curry,1291381.0,172,0,0.0
Custer,1975801.0,304,14,0.046052631578947366
Cuyahoga,1522365.0,19190,374,0.01948931735278791
Dade,235494.0,38,14,0.3684210526315789
Dakota,1128547.0,1588,45,0.028337531486146095
Dale,16720.0,96,0,0.0
Dallam,481110.0,13,0,0.0
Dallas,2856138.0,27033,492,0.018199977804905117
Dane,3961800.0,6233,168,0.026953313011390985
Danville city,1289750.0,279,0,0.0
Dare,555825.0,102,8,0.0784313725490196
Darke,1210147.0,647,98,0.15146831530139104
Darlington,1260868.0,568,0,0.0
Dauphin,1093118.0,2931,42,0.014329580348004094
Davidson,2919076.0,23066,221,0.00958120176883725
Davie,963534.0,332,28,0.08433734939759036
Daviess,885157.0,1409,48,0.034066713981547196
Davis,2058462.0,3221,40,0.012418503570319777
Davison,1749330.0,91,38,0.4175824175824176
Dawson,2087787.0,615,26,0.04227642276422764
De Soto,616868.0,1668,91,0.05455635491606715
De Witt,238546.0,27,0,0.0
DeKalb,3002299.0,15437,222,0.014381032584051306
DeSoto,1153692.0,3241,70,0.02159827213822894
DeWitt,1395567.0,145,0,0.0
Deaf Smith,1299159.0,124,0,0.0
Dearborn,432696.0,778,40,0.05141388174807198
Decatur,1251174.0,2368,115,0.048564189189189186
Deer Lodge,570437.0,56,0,0.0
Defiance,1054053.0,187,0,0.0
Del Norte,90225.0,28,0,0.0
Delaware,5832458.0,24215,558,0.02304356803634111
Delta,1094505.0,236,17,0.07203389830508475
Denton,1587993.0,7512,159,0.021166134185303515
Denver,337302.0,19999,577,0.028851442572128606
Des Moines,419254.0,58,0,0.0
Deschutes,1517629.0,949,0,0.0
Desha,161312.0,103,0,0.0
Deuel,920780.0,20,0,0.0
Dewey,400430.0,12,0,0.0
Dickens,433125.0,15,0,0.0
Dickinson,903093.0,60,20,0.3333333333333333
Dickson,1317204.0,528,0,0.0
Dillon,1215891.0,62,0,0.0
Dimmit,288762.0,6,0,0.0
Dinwiddie,510530.0,47,0,0.0
District of Columbia,451041.0,26358,637,0.024167235753850824
Divide,760460.0,20,0,0.0
Dixie,156377.0,21,0,0.0
Dodge,3121040.0,873,3,0.003436426116838488
Doniphan,481032.0,24,0,0.0
Donley,721935.0,212,0,0.0
Dooly,235674.0,533,22,0.04127579737335835
Door,990522.0,101,3,0.0297029702970297
Dorchester,1690319.0,1086,12,0.011049723756906077
Dougherty,432135.0,17367,1056,0.060804974952496114
Douglas,9409816.0,13771,293,0.02127659574468085
Doña Ana,980364.0,763,5,0.00655307994757536
Drew,115989.0,92,7,0.07608695652173914
DuPage,579462.0,16714,628,0.037573291851142755
Dubois,450925.0,153,0,0.0
Dubuque,552769.0,582,24,0.041237113402061855
Duchesne,686182.0,31,0,0.0
Dukes,575161.0,151,0,0.0
Dunklin,813932.0,202,2,0.009900990099009901
Dunn,2453524.0,162,0,0.0
Duplin,852403.0,162,0,0.0
Durham,1186016.0,4671,15,0.0032113037893384713
Dutchess,1296972.0,25001,374,0.014959401623935043
Duval,577509.0,9763,207,0.021202499231793508
Dyer,1364305.0,246,0,0.0
Eagle,337554.0,8194,101,0.012326092262631193
Early,379871.0,1685,83,0.04925816023738872
East Baton Rouge,683023.0,15822,609,0.0384907091391733
East Carroll,440700.0,20,0,0.0
East Feliciana,484814.0,826,29,0.035108958837772396
Eastland,1107059.0,66,0,0.0
Eaton,755305.0,1078,49,0.045454545454545456
Eau Claire,1596015.0,386,0,0.0
Echols,144111.0,22,0,0.0
Ector,914565.0,529,13,0.024574669187145556
Eddy,1337723.0,120,23,0.19166666666666668
Edgecombe,741300.0,265,8,0.03018867924528302
Edgefield,1215999.0,131,0,0.0
Edmonson,358037.0,89,0,0.0
Effingham,618673.0,335,20,0.05970149253731343
El Dorado,162459.0,540,0,0.0
El Paso,2022657.0,13374,610,0.04561088679527441
Elbert,400523.0,265,13,0.04905660377358491
Elk,420470.0,20,0,0.0
Elkhart,487053.0,1044,48,0.04597701149425287
Elko,928203.0,174,13,0.07471264367816093
Ellis,1612615.0,944,35,0.037076271186440676
Elmore,325487.0,811,0,0.0
Emanuel,222819.0,84,0,0.0
Emery,686210.0,28,0,0.0
Emmet,677222.0,268,30,0.11194029850746269
Emmons,456348.0,12,10,0.8333333333333334
Emporia city,722330.0,66,0,0.0
Erath,1107289.0,143,14,0.0979020979020979
Erie,3420490.0,23526,937,0.03982827509988948
Escambia,407169.0,3333,35,0.010501050105010502
Essex,3756878.0,141823,6329,0.04462604796119106
Etowah,24265.0,872,75,0.0860091743119266
Evangeline,595053.0,490,0,0.0
Evans,65545.0,9,0,0.0
Fairbanks North Star Borough,66880.0,1244,19,0.01527331189710611
Fairfax,2093419.0,13247,225,0.016984977730806976
Fairfax city,774000.0,15,0,0.0
Fairfield,2738368.0,81686,3102,0.0379746835443038
Fall River,874893.0,19,0,0.0
Falls,1155480.0,24,0,0.0
Falls Church city,206440.0,8,0,0.0
Fannin,1662780.0,240,0,0.0
Faribault,567903.0,60,0,0.0
Faulk,967029.0,21,0,0.0
Faulkner,151350.0,1067,19,0.01780693533270853
Fauquier,1123342.0,333,0,0.0
Fayette,7721545.0,6939,298,0.042945669404813376
Fentress,846882.0,34,0,0.0
Ferry,1219437.0,23,0,0.0
Fillmore,757260.0,202,0,0.0
Finney,381045.0,184,3,0.016304347826086956
Flagler,312910.0,697,20,0.028694404591104734
Flathead,870841.0,542,4,0.007380073800738007
Fleming,126414.0,11,0,0.0
Florence,1921592.0,998,116,0.11623246492985972
Floyd,2352162.0,3240,120,0.037037037037037035
Fluvanna,1327690.0,336,0,0.0
Fond du Lac,2036443.0,1029,49,0.047619047619047616
Ford,911668.0,224,10,0.044642857142857144
Forest,630795.0,63,0,0.0
Forrest,1037295.0,1321,20,0.01514004542013626
Forsyth,1754156.0,3729,96,0.02574416733708769
Fort Bend,2118908.0,7540,137,0.01816976127320955
Foster,874713.0,23,0,0.0
Fountain,396990.0,45,16,0.35555555555555557
Franklin,17278222.0,24523,762,0.031072870366594625
Franklin city,877540.0,81,0,0.0
Frederick,1943259.0,4783,127,0.026552372987664646
Fredericksburg city,1187490.0,151,0,0.0
Freeborn,432752.0,270,0,0.0
Freestone,96322.0,2,0,0.0
Fremont,2522476.0,934,0,0.0
Fresno,246779.0,3051,53,0.017371353654539495
Frio,433467.0,9,0,0.0
Fulton,3435729.0,24718,771,0.03119184400032365
Gadsden,276897.0,242,0,0.0
Gage,466005.0,273,16,0.05860805860805861
Gaines,1107795.0,27,0,0.0
Galax city,1084440.0,21,0,0.0
Gallatin,1382255.0,2393,0,0.0
Gallia,1015378.0,81,24,0.2962962962962963
Galveston,1685845.0,5180,91,0.01756756756756757
Garfield,2006718.0,1131,33,0.029177718832891247
Garland,166683.0,1265,0,0.0
Garrard,63237.0,7,0,0.0
Garrett,600575.0,86,0,0.0
Garvin,1121372.0,194,0,0.0
Gasconade,465168.0,29,0,0.0
Gaston,1112130.0,1125,34,0.030222222222222223
Gates,556095.0,42,0,0.0
Geary,240732.0,73,0,0.0
Geauga,1249760.0,928,20,0.021551724137931036
Gem,336945.0,138,0,0.0
Genesee,1764457.0,13268,785,0.059164908049442265
Geneva,6366.0,8,0,0.0
Gentry,319825.0,11,0,0.0
George,757053.0,113,0,0.0
Georgetown,1126075.0,446,15,0.033632286995515695
Gibson,1656602.0,354,0,0.0
Gila,80140.0,50,0,0.0
Gilchrist,120410.0,38,0,0.0
Giles,1408771.0,85,0,0.0
Gillespie,722565.0,28,0,0.0
Gilmer,236214.0,68,0,0.0
Gilpin,64376.0,8,0,0.0
Glacier,420490.0,35,0,0.0
Glades,228817.0,72,17,0.2361111111111111
Gladwin,677326.0,84,0,0.0
Glenn,120420.0,49,0,0.0
Gloucester,2484509.0,6913,120,0.017358599739621002
Glynn,380683.0,594,0,0.0
Gogebic,573166.0,61,22,0.36065573770491804
Golden Valley,180222.0,6,0,0.0
Goliad,722625.0,44,0,0.0
Gonzales,770832.0,24,0,0.0
Goochland,1583325.0,423,3,0.0070921985815602835
Goodhue,622127.0,209,0,0.0
Gooding,256752.0,57,0,0.0
Gordon,459515.0,622,53,0.08520900321543408
Goshen,1176315.0,45,0,0.0
Gosper,621460.0,20,0,0.0
Gove,421323.0,21,0,0.0
Grady,1384706.0,343,5,0.014577259475218658
Grafton,1518414.0,1017,0,0.0
Graham,136306.0,63,0,0.0
Grainger,752912.0,55,0,0.0
Grand,919687.0,107,0,0.0
Grand Forks,684630.0,185,0,0.0
Grand Isle,500130.0,26,0,0.0
Grand Traverse,677430.0,268,43,0.16044776119402984
Grant,7932982.0,3198,74,0.023139462163852407
Granville,964002.0,1113,12,0.01078167115902965
Gratiot,547197.0,104,0,0.0
Graves,358411.0,118,1,0.00847457627118644
Gray,770864.0,144,0,0.0
Grays Harbor,1908972.0,138,0,0.0
Grayson,1641299.0,324,0,0.0
Green,1752130.0,181,0,0.0
Green Lake,220188.0,4,0,0.0
Greenbrier,1134525.0,59,0,0.0
Greene,8884710.0,4360,196,0.044954128440366975
Greenlee,72198.0,24,0,0.0
Greensville,970539.0,125,0,0.0
Greenup,253068.0,50,0,0.0
Greenville,1486485.0,4854,87,0.01792336217552534
Greenwood,1477218.0,272,0,0.0
Greer,640880.0,508,47,0.09251968503937008
Gregg,1782771.0,505,0,0.0
Grenada,757161.0,161,0,0.0
Grimes,1108255.0,95,1,0.010526315789473684
Grundy,1786951.0,537,3,0.00558659217877095
Guadalupe,1108301.0,682,0,0.0
Guernsey,585885.0,61,0,0.0
Guilford,1112430.0,2134,106,0.04967197750702906
Gulf,192720.0,16,0,0.0
Gunnison,305938.0,2235,39,0.0174496644295302
Guthrie,343386.0,22,0,0.0
Gwinnett,538535.0,10524,279,0.026510832383124287
Habersham,262740.0,233,9,0.03862660944206009
Hale,1127517.0,280,14,0.05
Halifax,1930569.0,319,0,0.0
Hall,1248759.0,5943,57,0.009591115598182737
Hamblen,1317764.0,94,7,0.07446808510638298
Hamilton,6011539.0,16033,580,0.036175388261710226
Hamlin,921140.0,21,0,0.0
Hampden,825429.0,20628,1275,0.06180919139034322
Hampshire,1211678.0,3049,47,0.01541489012791079
Hampton,675735.0,87,0,0.0
Hampton city,1136300.0,858,10,0.011655011655011656
Hancock,5024009.0,2809,134,0.04770380918476326
Hanover,1839060.0,484,0,0.0
Hansford,481950.0,10,0,0.0
Haralson,289146.0,240,4,0.016666666666666666
Hardee,192784.0,37,0,0.0
Hardeman,941380.0,102,0,0.0
Hardin,3773417.0,1102,28,0.025408348457350273
Hardy,918527.0,34,0,0.0
Harford,961000.0,1640,1,0.0006097560975609756
Harnett,1260890.0,695,35,0.050359712230215826
Harris,2401268.0,44985,558,0.012404134711570524
Harrison,5750525.0,3987,109,0.027338851266616504
Harrisonburg city,1808100.0,886,0,0.0
Hart,487077.0,76,0,0.0
Hartford,306102.0,25236,1391,0.05511967031225234
Harvey,421659.0,61,0,0.0
Hawaii,465031.0,556,0,0.0
Hawkins,1082679.0,290,20,0.06896551724137931
Hays,1639106.0,1300,4,0.003076923076923077
Haywood,1413643.0,170,7,0.041176470588235294
Heard,368172.0,62,23,0.3709677419354839
Hemphill,626743.0,13,0,0.0
Hempstead,116311.0,59,8,0.13559322033898305
Henderson,3057214.0,1479,32,0.021636240703177823
Hendricks,722520.0,4274,117,0.02737482452035564
Hendry,241020.0,227,0,0.0
Hennepin,973908.0,8043,397,0.04935969165734179
Henrico,1583697.0,4899,459,0.09369259032455603
Henry,5270850.0,5128,99,0.019305772230889237
Herkimer,1297548.0,572,31,0.05419580419580419
Hernando,349537.0,1037,17,0.01639344262295082
Hertford,853093.0,81,12,0.14814814814814814
Hickman,753296.0,28,0,0.0
Hidalgo,1192183.0,2346,12,0.005115089514066497
Highland,937704.0,95,0,0.0
Highlands,325485.0,786,62,0.07888040712468193
Hill,1558849.0,121,1,0.008264462809917356
Hillsborough,1656042.0,17643,379,0.021481607436377035
Hillsdale,625416.0,975,82,0.0841025641025641
Hinds,925617.0,3708,21,0.0056634304207119745
Hinsdale,217431.0,35,0,0.0
Hocking,234438.0,17,0,0.0
Hockley,1350132.0,228,14,0.06140350877192982
Hoke,1112790.0,250,0,0.0
Holmes,1733891.0,691,45,0.06512301013024602
Holt,58174.0,2,0,0.0
Honolulu,630126.0,5963,66,0.011068254234445749
Hood,1012641.0,215,18,0.08372093023255814
Hood River,1025675.0,65,0,0.0
Hopewell city,1033400.0,191,0,0.0
Hopkins,1573483.0,1085,88,0.08110599078341015
Horry,1486683.0,1911,114,0.059654631083202514
Hot Spring,121416.0,128,0,0.0
Hot Springs,1176357.0,27,0,0.0
Houghton,469098.0,22,0,0.0
Houston,1970133.0,2272,138,0.06073943661971831
Howard,2480441.0,6137,145,0.0236271794036174
Howell,436365.0,46,0,0.0
Hudson,1326663.0,96445,2562,0.02656436310850744
Huerfano,193320.0,24,0,0.0
Hughes,1151625.0,69,0,0.0
Humboldt,983571.0,1147,3,0.0026155187445510027
Humphreys,1585929.0,190,19,0.1
Hunt,1109313.0,219,7,0.0319634703196347
Hunterdon,1088608.0,4574,93,0.020332313073895932
Huntingdon,841220.0,115,0,0.0
Huntington,379449.0,89,15,0.16853932584269662
Huron,1719633.0,279,18,0.06451612903225806
Hutchinson,1548369.0,73,0,0.0
Hyde,184276.0,4,0,0.0
Iberia,639305.0,1809,68,0.037589828634604756
Iberville,639363.0,2916,169,0.057956104252400546
Idaho,369127.0,50,0,0.0
Imperial,168700.0,1475,25,0.01694915254237288
Independence,146827.0,110,0,0.0
Indian River,349769.0,1188,8,0.006734006734006734
Indiana,925386.0,415,3,0.007228915662650603
Ingham,938340.0,3707,43,0.011599676288103588
Inyo,138621.0,225,1,0.0044444444444444444
Ionia,573474.0,200,17,0.085
Iosco,599587.0,61,13,0.21311475409836064
Iowa,1667122.0,197,0,0.0
Iredell,1150007.0,1040,12,0.011538461538461539
Iron,2556154.0,255,21,0.08235294117647059
Iroquois,358575.0,117,0,0.0
Irwin,315720.0,169,0,0.0
Isabella,625752.0,449,44,0.09799554565701558
Isanti,514121.0,62,0,0.0
Island,1962073.0,3075,112,0.036422764227642276
Isle of Wight,1379511.0,475,0,0.0
Itasca,487098.0,33,0,0.0
Itawamba,757539.0,138,0,0.0
Izard,55715.0,15,0,0.0
Jack,385896.0,15,0,0.0
Jackson,14561169.0,11431,325,0.02843145831510804
James City,1839420.0,2566,91,0.035463756819953236
Jasper,4586539.0,1230,34,0.027642276422764227
Jay,289200.0,62,0,0.0
Jeff Davis,184254.0,17,0,0.0
Jefferson,17446982.0,107115,3861,0.036045371796667135
Jefferson Davis,731739.0,521,33,0.06333973128598848
Jenkins,263300.0,111,9,0.08108108108108109
Jennings,542370.0,772,0,0.0
Jerauld,368584.0,21,0,0.0
Jerome,288954.0,345,17,0.04927536231884058
Jersey,239162.0,67,0,0.0
Jessamine,548938.0,403,0,0.0
Jewell,261157.0,28,0,0.0
Jim Wells,771984.0,29,0,0.0
Jo Daviess,444210.0,133,0,0.0
Johnson,7649410.0,14037,476,0.03391037971076441
Johnston,1455843.0,1101,71,0.06448683015440508
Jones,2191821.0,733,6,0.008185538881309686
Josephine,1107891.0,297,6,0.020202020202020204
Juab,686322.0,25,0,0.0
Juneau,1266311.0,101,5,0.04950495049504951
Juneau City and Borough,52750.0,273,0,0.0
Juniata,1009608.0,394,0,0.0
Kalamazoo,651925.0,1225,83,0.06775510204081632
Kalkaska,625896.0,202,30,0.1485148514851485
Kanawha,1513092.0,1212,0,0.0
Kandiyohi,595474.0,39,0,0.0
Kane,1384757.0,5684,317,0.055770584095707246
Kankakee,512730.0,2529,117,0.046263345195729534
Kansas City,0.0,4719,95,0.020131383767747403
Karnes,1061610.0,44,0,0.0
Kauai,510238.0,371,0,0.0
Kaufman,1109911.0,313,0,0.0
Kay,1322343.0,714,38,0.05322128851540616
Kearney,684178.0,44,0,0.0
Kearny,100465.0,5,0,0.0
Kemper,589449.0,164,0,0.0
Kenai Peninsula Borough,63660.0,258,2,0.007751937984496124
Kendall,1622747.0,1547,37,0.023917259211376857
Kennebec,713341.0,721,22,0.030513176144244106
Kenosha,1706829.0,2370,26,0.010970464135021098
Kent,2803682.0,10099,226,0.02237845331220913
Kenton,633510.0,1293,109,0.0843000773395205
Keokuk,382140.0,35,0,0.0
Kern,186899.0,5665,43,0.007590467784642542
Kerr,772240.0,33,0,0.0
Kershaw,1892310.0,3549,70,0.01972386587771203
Ketchikan Gateway Borough,66030.0,347,0,0.0
Kewaunee,605671.0,28,3,0.10714285714285714
Kimball,528785.0,122,0,0.0
King,2598617.0,83367,5839,0.07003970395960032
King George,1124178.0,192,0,0.0
King William,919818.0,30,0,0.0
King and Queen,868649.0,25,0,0.0
Kingfisher,601095.0,62,0,0.0
Kings,126651.0,144,6,0.041666666666666664
Kingsbury,92154.0,2,0,0.0
Kiowa,601125.0,19,0,0.0
Kit Carson,177386.0,109,3,0.027522935779816515
Kitsap,2121400.0,2317,17,0.0073370738023306
Kittitas,2174517.0,318,0,0.0
Klamath,1682435.0,348,0,0.0
Kleberg,917187.0,35,4,0.11428571428571428
Klickitat,1803326.0,262,22,0.08396946564885496
Knott,126714.0,6,0,0.0
Knox,5532165.0,3167,62,0.019576886643511208
Kodiak Island Borough,2150.0,1,0,0.0
Koochiching,406065.0,15,0,0.0
Kootenai,449540.0,805,0,0.0
Kosciusko,379785.0,245,8,0.0326530612244898
Kossuth,496834.0,26,0,0.0
La Crosse,1651890.0,494,0,0.0
La Paz,88264.0,66,2,0.030303030303030304
La Plata,201675.0,680,0,0.0
La Salle,48283.0,1,0,0.0
LaGrange,379827.0,137,10,0.072992700729927
LaPorte,615094.0,550,42,0.07636363636363637
LaSalle,910032.0,404,22,0.054455445544554455
Labette,341683.0,173,0,0.0
Lac qui Parle,676825.0,25,0,0.0
Lackawanna,1262070.0,5216,237,0.04543711656441718
Lafayette,2883533.0,6279,189,0.030100334448160536
Lafourche,749938.0,5953,162,0.027213169830337645
Lake,4661721.0,33422,938,0.028065346179163425
Lamar,2211084.0,893,10,0.011198208286674132
Lamb,965580.0,23,0,0.0
Lamoille,1150345.0,364,15,0.04120879120879121
Lampasas,675934.0,31,0,0.0
Lancaster,4780280.0,11021,399,0.036203611287541966
Lane,1272209.0,603,31,0.05140961857379768
Lanier,210768.0,61,3,0.04918032786885246
Lapeer,626088.0,1162,69,0.05938037865748709
Laramie,1736651.0,981,2,0.0020387359836901123
Larimer,314691.0,3358,152,0.04526503871351995
Larue,443583.0,53,0,0.0
Las Animas,112994.0,23,0,0.0
Latah,256912.0,35,0,0.0
Latimer,841617.0,63,13,0.20634920634920634
Lauderdale,1401358.0,2201,134,0.06088141753748296
Laurel,485875.0,96,8,0.08333333333333333
Laurens,1283255.0,654,16,0.024464831804281346
Lavaca,1448550.0,61,0,0.0
Lawrence,5579337.0,2365,157,0.06638477801268498
Le Flore,801580.0,39,0,0.0
Le Sueur,704054.0,397,0,0.0
Lea,945675.0,48,0,0.0
Leake,758133.0,361,3,0.008310249307479225
Leavenworth,603090.0,1101,14,0.012715712988192553
Lebanon,1220175.0,3135,11,0.0035087719298245615
Lee,6738081.0,17355,724,0.04171708441371363
Leelanau,913115.0,68,0,0.0
Leflore,982905.0,726,59,0.081267217630854
Lehigh,1388541.0,21440,233,0.010867537313432835
Lenawee,600093.0,687,0,0.0
Lenoir,853461.0,184,0,0.0
Leon,1231392.0,1581,0,0.0
Leslie,253572.0,15,0,0.0
Letcher,253596.0,12,0,0.0
Levy,253575.0,94,0,0.0
Lewis,4578867.0,528,20,0.03787878787878788
Lewis and Clark,1051715.0,324,0,0.0
