date,fips,cases,deaths,pct_cases,pct_deaths,cfr
2020-04-13,1762,580853,23606,0.04596571029321472,0.07032418952618458,0.04064023083293019
2020-04-14,1762,607285,26080,0.04550548934067655,0.10480386342455317,0.04294523987913418
2020-04-15,1762,637056,28582,0.04902311105988133,0.09593558282208581,0.04486575748442837
2020-04-16,1762,668533,30723,0.04941009895519399,0.07490728430480731,0.045955846607422524
2020-04-17,1762,699853,32910,0.04684884665379263,0.0711844546431013,0.0470241607880512
2020-04-18,1762,728094,34726,0.04035275979384245,0.05518079611060478,0.04769439110884034
2020-04-19,1762,753314,36109,0.03463838460418578,0.03982606692391877,0.0479335310375222
2020-04-20,1762,780449,37795,0.03602083593295746,0.04669196045307267,0.04842725149241014
2020-04-21,1762,805771,40316,0.032445425646006276,0.06670194470168012,0.05003406675097515
2020-04-22,1762,834338,42495,0.03545300091465187,0.05404802063696801,0.05093259566266908
2020-04-23,1762,868019,44506,0.04036853169818477,0.04732321449582311,0.051273071211574865
2020-04-24,1762,904608,46503,0.042152303117788836,0.044870354558935954,0.05140679719834448
