county,fips,cases,deaths,cfr
DeWitt,4956669.0,1752,70,0.03995433789954338
Deaf Smith,4859817.0,9885,593,0.059989883662114316
Dearborn,1766842.0,11924,1301,0.10910768198591077
Decatur,7588516.0,31452,2847,0.09051888592140404
Deer Lodge,2792139.0,278,0,0.0
Defiance,3942939.0,2412,115,0.04767827529021559
Del Norte,535335.0,1933,0,0.0
Delaware,20206366.0,492739,39195,0.07954515473709205
Delta,7176491.0,6014,239,0.03974060525440638
Denali Borough,10340.0,5,0,0.0
Dent,1336990.0,62,0,0.0
Denton,5148947.0,105213,2273,0.021603794207940084
Denver,931596.0,377516,20289,0.05374341749753653
Des Moines,1829472.0,3633,90,0.02477291494632535
Deschutes,4552887.0,9130,0,0.0
Desha,534346.0,1579,0,0.0
Deuel,4327666.0,102,0,0.0
Dewey,4560678.0,290,0,0.0
Dickens,3994375.0,103,0,0.0
Dickenson,714714.0,21,0,0.0
Dickey,1064588.0,75,0,0.0
Dickinson,5671589.0,5061,192,0.03793716656787196
Dickson,4798386.0,8185,0,0.0
Dillingham Census Area,62100.0,129,0,0.0
Dillon,4548333.0,10257,176,0.01715901335673199
Dimmit,3850160.0,134,0,0.0
Dinwiddie,4288452.0,4656,0,0.0
District of Columbia,1265115.0,570480,28874,0.05061351844061141
Divide,3574162.0,94,0,0.0
Dixie,1046523.0,2604,99,0.038018433179723504
Dixon,2204621.0,1825,29,0.01589041095890411
Dodge,12460580.0,48745,417,0.008554723561390911
Doniphan,1964214.0,950,0,0.0
Donley,4283481.0,2126,0,0.0
Dooly,1204556.0,12267,825,0.06725360723893373
Door,5062668.0,2255,198,0.08780487804878048
Dorchester,6800315.0,23815,423,0.017761914759605292
Dougherty,1401165.0,142368,11060,0.07768599685322544
Douglas,35235142.0,371762,7576,0.02037862933812493
Doña Ana,3571326.0,31281,242,0.007736325565039481
Drew,489171.0,1720,81,0.04709302325581395
DuPage,1840644.0,467833,23542,0.050321375362575964
Dubois,1785663.0,10592,178,0.01680513595166163
Dubuque,1963283.0,20916,997,0.04766685790782176
Duchesne,4313144.0,654,0,0.0
Dukes,2425679.0,2359,56,0.02373887240356083
Dunklin,2965038.0,3151,170,0.05395112662646779
Dunn,9339816.0,2524,0,0.0
Duplin,3594917.0,47560,815,0.017136248948696385
Durham,3928678.0,123484,2942,0.023824948981244532
Dutchess,3962970.0,287658,9395,0.03266031189815684
Duval,5029497.0,138739,3202,0.023079307188317633
Dyer,4845635.0,5322,0,0.0
Eagle,932292.0,51248,667,0.013015142054324072
Early,1349197.0,18796,2020,0.10746967439880825
East Baton Rouge,2313465.0,251236,15732,0.06261841455842315
East Carroll,2071290.0,9386,5,0.000532708288940976
East Feliciana,2115552.0,14226,1792,0.1259665401377759
Eastland,4668901.0,450,0,0.0
Eaton,2682635.0,15057,508,0.03373846051670319
Eau Claire,5668605.0,7118,8,0.00112391121101433
Echols,1113585.0,5832,0,0.0
Ector,4476555.0,17142,380,0.022167775055419437
Eddy,6742831.0,2361,97,0.041084286319356206
Edgar,545440.0,109,0,0.0
Edgecombe,3484110.0,13463,522,0.03877293322439278
Edgefield,4548737.0,3510,130,0.037037037037037035
Edmonson,1916551.0,3783,504,0.13322759714512292
Edmunds,1473440.0,127,0,0.0
Edwards,2442184.0,415,0,0.0
Effingham,2849921.0,5516,168,0.030456852791878174
El Dorado,607717.0,6758,0,0.0
El Paso,6180125.0,304230,11781,0.038723991716793214
Elbert,1965179.0,7861,136,0.017300597888309375
Elk,3612144.0,444,11,0.024774774774774775
Elkhart,1821939.0,90004,1855,0.02061019510243989
Elko,3296721.0,2500,87,0.0348
Elliott,863583.0,62,0,0.0
Ellis,7019080.0,24718,949,0.03839307387329072
Ellsworth,1143021.0,130,0,0.0
Elmore,1590147.0,26932,621,0.023058072181791178
Emanuel,1192737.0,2631,102,0.03876852907639681
Emery,4313320.0,495,0,0.0
Emmet,3519724.0,3421,178,0.05203156971645718
Emmons,3270494.0,215,84,0.39069767441860465
Emporia city,4540360.0,4950,308,0.06222222222222222
Erath,4669871.0,1915,88,0.045953002610966055
Erie,12087444.0,435589,33812,0.0776236314507483
Escambia,1375533.0,67433,2174,0.03223940800498273
Essex,18269684.0,2262533,174259,0.0770194291088793
Estill,589820.0,94,0,0.0
Etowah,102335.0,19303,855,0.04429363311402373
Eureka,128044.0,4,0,0.0
Evangeline,2225939.0,6849,61,0.008906409694845963
Evans,1035611.0,522,0,0.0
Fairbanks North Star Borough,221540.0,8068,167,0.020699058006941003
Fairfax,5871785.0,651122,22329,0.034293112504261876
Fairfax city,4179600.0,3703,298,0.08047529030515797
Fairfield,9626658.0,1148447,85896,0.07479317722106461
Fall River,4282371.0,314,0,0.0
Falls,4718210.0,736,0,0.0
Falls Church city,4025580.0,3240,381,0.1175925925925926
Fannin,6195872.0,6393,228,0.03566400750821211
Faribault,2569085.0,1309,0,0.0
Faulk,4374655.0,497,5,0.01006036217303823
Faulkner,524680.0,10942,215,0.01964905867300311
Fauquier,4901856.0,19148,330,0.01723417589304366
Fayette,31379863.0,108698,3466,0.03188651125135697
Fentress,4328508.0,730,0,0.0
Fergus,360324.0,24,0,0.0
Ferry,5142843.0,97,0,0.0
Fillmore,4901661.0,1865,86,0.04611260053619303
Finney,1865115.0,80854,464,0.005738738961585079
Fisher,2214946.0,97,38,0.3917525773195876
Flagler,1203500.0,13435,300,0.02232973576479345
Flathead,3092987.0,3439,147,0.04274498400697877
Fleming,1685520.0,328,0,0.0
Florence,9327364.0,44247,2315,0.05231993129477705
Floyd,14703112.0,45953,3645,0.07932017496137357
Fluvanna,5106500.0,6770,408,0.06026587887740029
Fond du Lac,6109329.0,13658,370,0.02709034997803485
